"","title_id","primaryTitle","year","name_id","primaryName","job_title","budget_2013.","domgross_2013.","intgross_2013.","isAdult","runtimeMinutes","genres","averageRating","numVotes","test","clean_test","binary"
"44","tt1606378","A Good Day to Die Hard",2013,"nm0001937","Marco Beltrami","composer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"45","tt1606378","A Good Day to Die Hard",2013,"nm0000246","Bruce Willis","actor",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"46","tt1606378","A Good Day to Die Hard",2013,"nm2541974","Jai Courtney","actor",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"47","tt1606378","A Good Day to Die Hard",2013,"nm0462407","Sebastian Koch","actor",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"48","tt1606378","A Good Day to Die Hard",2013,"nm0935541","Mary Elizabeth Winstead","actress",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"49","tt1606378","A Good Day to Die Hard",2013,"nm0601382","John Moore","director",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"50","tt1606378","A Good Day to Die Hard",2013,"nm0940790","Skip Woods","writer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"51","tt1606378","A Good Day to Die Hard",2013,"nm0861636","Roderick Thorp","writer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"52","tt1606378","A Good Day to Die Hard",2013,"nm0324041","Wyck Godfrey","producer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"53","tt1606378","A Good Day to Die Hard",2013,"nm1747215","Alex Young","producer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"54","tt1606378","A Good Day to Die Hard",2013,"nm0940790,nm0861636",NA,"writer",92000000,"67349198","304249198","0","98","Action,Thriller",5.2,210369,"notalk","notalk","FAIL"
"55","tt2194499","About Time",2013,NA,NA,NA,12000000,"15323921","87324746","0","123","Comedy,Drama,Fantasy",7.8,362109,"ok-disagree","ok","PASS"
"56","tt2194499","About Time",2013,"nm0193485","Richard Curtis","director",12000000,"15323921","87324746","0","123","Comedy,Drama,Fantasy",7.8,362109,"ok-disagree","ok","PASS"
"57","tt2194499","About Time",2013,"nm0193485","Richard Curtis","writer",12000000,"15323921","87324746","0","123","Comedy,Drama,Fantasy",7.8,362109,"ok-disagree","ok","PASS"
"58","tt1814621","Admission",2013,NA,NA,NA,13000000,"18007317","18007317","0","108","Comedy,Drama,Romance",5.7,35624,"ok","ok","PASS"
"59","tt1814621","Admission",2013,"nm0919369","Paul Weitz","director",13000000,"18007317","18007317","0","108","Comedy,Drama,Romance",5.7,35624,"ok","ok","PASS"
"60","tt1814621","Admission",2013,"nm0188733,nm5067996",NA,"writer",13000000,"18007317","18007317","0","108","Comedy,Drama,Romance",5.7,35624,"ok","ok","PASS"
"61","tt1815862","After Earth",2013,NA,NA,NA,130000000,"60522097","244373198","0","100","Action,Adventure,Sci-Fi",4.8,204376,"notalk","notalk","FAIL"
"62","tt1815862","After Earth",2013,"nm0796117","M. Night Shyamalan","director",130000000,"60522097","244373198","0","100","Action,Adventure,Sci-Fi",4.8,204376,"notalk","notalk","FAIL"
"63","tt1815862","After Earth",2013,"nm1729428,nm0796117,nm0000226",NA,"writer",130000000,"60522097","244373198","0","100","Action,Adventure,Sci-Fi",4.8,204376,"notalk","notalk","FAIL"
"64","tt1800241","American Hustle",2013,NA,NA,NA,40000000,"148430908","249484909","0","138","Crime,Drama",7.2,486998,"ok-disagree","ok","PASS"
"65","tt1800241","American Hustle",2013,"nm0751102","David O. Russell","director",40000000,"148430908","249484909","0","138","Crime,Drama",7.2,486998,"ok-disagree","ok","PASS"
"66","tt1800241","American Hustle",2013,"nm2545235,nm0751102",NA,"writer",40000000,"148430908","249484909","0","138","Crime,Drama",7.2,486998,"ok-disagree","ok","PASS"
"67","tt1322269","August: Osage County",2013,"nm4391997","Steve Traxler","producer",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"68","tt1322269","August: Osage County",2013,"nm0000658","Meryl Streep","actress",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"69","tt1322269","August: Osage County",2013,"nm0000551","Dermot Mulroney","actor",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"70","tt1322269","August: Osage County",2013,"nm0000210","Julia Roberts","actress",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"71","tt1322269","August: Osage County",2013,"nm0000496","Juliette Lewis","actress",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"72","tt1322269","August: Osage County",2013,"nm0920274","John Wells","director",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"73","tt1322269","August: Osage County",2013,"nm0504832","Tracy Letts","writer",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"74","tt1322269","August: Osage County",2013,"nm0000123","George Clooney","producer",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"75","tt1322269","August: Osage County",2013,"nm0235389","Jean Doumanian","producer",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"76","tt1322269","August: Osage County",2013,"nm0381416","Grant Heslov","producer",25000000,"37304874","50304874","0","121","Comedy,Drama",7.2,92594,"ok","ok","PASS"
"77","tt1559547","Beautiful Creatures",2013,"nm1053785","Molly Smith","producer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"78","tt1559547","Beautiful Creatures",2013,"nm2129444","Alice Englert","actress",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"79","tt1559547","Beautiful Creatures",2013,"nm0205626","Viola Davis","actress",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"80","tt1559547","Beautiful Creatures",2013,"nm0000668","Emma Thompson","actress",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"81","tt1559547","Beautiful Creatures",2013,"nm2403277","Alden Ehrenreich","actor",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"82","tt1559547","Beautiful Creatures",2013,"nm0481418","Richard LaGravenese","director",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"83","tt1559547","Beautiful Creatures",2013,"nm3721581","Kami Garcia","writer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"84","tt1559547","Beautiful Creatures",2013,"nm0831130","Margaret Stohl","writer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"85","tt1559547","Beautiful Creatures",2013,"nm0424663","Broderick Johnson","producer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"86","tt1559547","Beautiful Creatures",2013,"nm0467255","Andrew A. Kosove","producer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"87","tt1559547","Beautiful Creatures",2013,"nm0481418,nm3721581,nm0831130",NA,"writer",50000000,"19452138","55940671","0","124","Drama,Fantasy,Romance",6.1,89191,"ok","ok","PASS"
"88","tt2334873","Blue Jasmine",2013,NA,NA,NA,18000000,"33345833","68447831","0","98","Comedy,Drama",7.3,207130,"ok-disagree","ok","PASS"
"89","tt2334873","Blue Jasmine",2013,"nm0000095","Woody Allen","director",18000000,"33345833","68447831","0","98","Comedy,Drama",7.3,207130,"ok-disagree","ok","PASS"
"90","tt2334873","Blue Jasmine",2013,"nm0000095","Woody Allen","writer",18000000,"33345833","68447831","0","98","Comedy,Drama",7.3,207130,"ok-disagree","ok","PASS"
"91","tt1535109","Captain Phillips",2013,"nm0006894","Michael De Luca","producer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"92","tt1535109","Captain Phillips",2013,"nm0000158","Tom Hanks","actor",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"93","tt1535109","Captain Phillips",2013,"nm5831542","Barkhad Abdi","actor",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"94","tt1535109","Captain Phillips",2013,"nm5831543","Barkhad Abdirahman","actor",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"95","tt1535109","Captain Phillips",2013,"nm0001416","Catherine Keener","actress",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"96","tt1535109","Captain Phillips",2013,"nm0339030","Paul Greengrass","director",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"97","tt1535109","Captain Phillips",2013,"nm0712753","Billy Ray","writer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"98","tt1535109","Captain Phillips",2013,"nm3697679","Richard Phillips","writer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"99","tt1535109","Captain Phillips",2013,"nm5643170","Stephan Talty","writer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"100","tt1535109","Captain Phillips",2013,"nm0116232","Dana Brunetti","producer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"101","tt1535109","Captain Phillips",2013,"nm0712753,nm3697679,nm5643170",NA,"writer",55000000,"107136417","218743570","0","134","Action,Biography,Crime",7.8,470705,"notalk","notalk","FAIL"
"102","tt1939659","Carrie",2013,"nm0001937","Marco Beltrami","composer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"103","tt1939659","Carrie",2013,"nm1631269","Chloë Grace Moretz","actress",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"104","tt1939659","Carrie",2013,"nm0000194","Julianne Moore","actress",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"105","tt1939659","Carrie",2013,"nm3538539","Gabriella Wilde","actress",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"106","tt1939659","Carrie",2013,"nm0234668","Portia Doubleday","actress",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"107","tt1939659","Carrie",2013,"nm0005303","Kimberly Peirce","director",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"108","tt1939659","Carrie",2013,"nm0169548","Lawrence D. Cohen","writer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"109","tt1939659","Carrie",2013,"nm2630745","Roberto Aguirre-Sacasa","writer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"110","tt1939659","Carrie",2013,"nm0000175","Stephen King","writer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"111","tt1939659","Carrie",2013,"nm0592746","Kevin Misher","producer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"112","tt1939659","Carrie",2013,"nm0169548,nm2630745,nm0000175",NA,"writer",30000000,"35266619","85001659","0","100","Drama,Horror",5.8,143364,"ok","ok","PASS"
"113","tt1985966","Cloudy with a Chance of Meatballs 2",2013,NA,NA,NA,78000000,"119640264","271725448","0","95","Adventure,Animation,Comedy",6.3,107643,"nowomen-disagree","nowomen","FAIL"
"114","tt1985966","Cloudy with a Chance of Meatballs 2",2013,"nm0970606,nm2329165",NA,"director",78000000,"119640264","271725448","0","95","Adventure,Animation,Comedy",6.3,107643,"nowomen-disagree","nowomen","FAIL"
"115","tt1985966","Cloudy with a Chance of Meatballs 2",2013,"nm1106214,nm0197855,nm0326246,nm0520488,nm0588087,nm2360213,nm2360861",NA,"writer",78000000,"119640264","271725448","0","95","Adventure,Animation,Comedy",6.3,107643,"nowomen-disagree","nowomen","FAIL"
"116","tt1690953","Despicable Me 2",2013,"nm0577560","Christopher Meledandri","producer",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"117","tt1690953","Despicable Me 2",2013,"nm0136797","Steve Carell","actor",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"118","tt1690953","Despicable Me 2",2013,"nm1325419","Kristen Wiig","actress",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"119","tt1690953","Despicable Me 2",2013,"nm0000973","Benjamin Bratt","actor",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"120","tt1690953","Despicable Me 2",2013,"nm1388927","Miranda Cosgrove","actress",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"121","tt1690953","Despicable Me 2",2013,"nm1853544","Pierre Coffin","director",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"122","tt1690953","Despicable Me 2",2013,"nm0719208","Chris Renaud","director",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"123","tt1690953","Despicable Me 2",2013,"nm0666791","Cinco Paul","writer",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"124","tt1690953","Despicable Me 2",2013,"nm0202425","Ken Daurio","writer",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"125","tt1690953","Despicable Me 2",2013,"nm0372329","Janet Healy","producer",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"126","tt1690953","Despicable Me 2",2013,"nm1853544,nm0719208",NA,"director",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"127","tt1690953","Despicable Me 2",2013,"nm0666791,nm0202425",NA,"writer",76000000,"368065385","970766005","0","98","Adventure,Animation,Comedy",7.3,408518,"ok","ok","PASS"
"128","tt2229499","Don Jon",2013,"nm0330687","Joseph Gordon-Levitt","actor",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"129","tt2229499","Don Jon",2013,"nm0424060","Scarlett Johansson","actress",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"130","tt2229499","Don Jon",2013,"nm0000194","Julianne Moore","actress",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"131","tt2229499","Don Jon",2013,"nm0001103","Tony Danza","actor",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"132","tt2229499","Don Jon",2013,"nm0074851","Ram Bergman","producer",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"133","tt2229499","Don Jon",2013,"nm1791103","Nathan Johnson","composer",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"134","tt2229499","Don Jon",2013,"nm0460071","Thomas Kloss","cinematographer",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"135","tt2229499","Don Jon",2013,"nm0958432","Lauren Zuckerman","editor",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"136","tt2229499","Don Jon",2013,"nm1343355","Meghan C. Rogers","production_designer",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"137","tt2229499","Don Jon",2013,"nm0330687","Joseph Gordon-Levitt","director",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"138","tt2229499","Don Jon",2013,"nm0330687","Joseph Gordon-Levitt","writer",5500000,"24477704","26377704","0","90","Comedy,Drama,Romance",6.5,242568,"dubious-disagree","dubious","FAIL"
"139","tt1535108","Elysium",2013,"nm1026592","Julian Clarke","editor",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"140","tt1535108","Elysium",2013,"nm0000354","Matt Damon","actor",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"141","tt1535108","Elysium",2013,"nm0000149","Jodie Foster","actress",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"142","tt1535108","Elysium",2013,"nm1663205","Sharlto Copley","actor",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"143","tt1535108","Elysium",2013,"nm0103797","Alice Braga","actress",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"144","tt1535108","Elysium",2013,"nm0088955","Neill Blomkamp","director",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"145","tt1535108","Elysium",2013,"nm1088848","Bill Block","producer",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"146","tt1535108","Elysium",2013,"nm1334526","Simon Kinberg","producer",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"147","tt1535108","Elysium",2013,"nm3375122","Ryan Amon","composer",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"148","tt1535108","Elysium",2013,"nm1022001","Trent Opaloch","cinematographer",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"149","tt1535108","Elysium",2013,"nm0088955","Neill Blomkamp","writer",120000000,"93050117","286192091","0","109","Action,Drama,Sci-Fi",6.6,455671,"ok-disagree","ok","PASS"
"150","tt1731141","Ender's Game",2013,"nm1261078","Linda McDonough","producer",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"151","tt1731141","Ender's Game",2013,"nm0000148","Harrison Ford","actor",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"152","tt1731141","Ender's Game",2013,"nm2633535","Asa Butterfield","actor",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"153","tt1731141","Ender's Game",2013,"nm2794962","Hailee Steinfeld","actress",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"154","tt1731141","Ender's Game",2013,"nm1113550","Abigail Breslin","actress",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"155","tt1731141","Ender's Game",2013,"nm0004303","Gavin Hood","director",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"156","tt1731141","Ender's Game",2013,"nm0136298","Orson Scott Card","writer",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"157","tt1731141","Ender's Game",2013,"nm0153590","Robert Chartoff","producer",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
"158","tt1731141","Ender's Game",2013,"nm0376274","Lynn Hendee","producer",110000000,"61737191","89737191","0","114","Action,Adventure,Sci-Fi",6.6,245607,"men","men","FAIL"
